0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  6  7  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  2  2  2  2  2  2  2  2  2  2  2  2  2  2  0  3  2  2  2  2  2  2  2  2  2  2  2  2  2  2  0  
0  3  0  0  0  0  0  0  0  0  0  0  0  0  0  3  0  0  0  0  0  0  0  0  0  0  0  0  0  0  3  0  
0  3  0  22 0  4  0  0  0  0  0  0  0  0  0  0  3  0  0  0  0  0  0  0  0  0  4  0  0  0  3  0  
0  3  8  8  8  8  8  8  8  8  0  0  0  0  0  3  0  0  0  0  0  0  8  8  8  8  8  8  8  8  3  0  
0  3  8  8  0  0  0  0  0  8  8  0  0  0  0  0  3  0  0  0  0  8  8  0  0  0  0  0  8  8  3  0  
0  3  8  0  8  4  0  0  0  8  0  8  4  0  0  3  0  0  0  4  8  0  8  0  0  0  4  8  0  8  3  0  
0  3  8  0  0  8  0  0  0  8  0  0  8  0  0  0  3  0  0  8  0  0  8  0  0  0  8  0  0  8  3  0  
0  3  8  0  0  0  8  0  0  8  0  4  0  8  0  3  0  0  8  0  4  0  8  0  0  8  0  0  0  8  3  0  
0  3  8  0  0  0  0  8  8  8  8  8  8  8  8  0  3  8  8  8  8  8  8  8  8  0  0  0  0  8  3  0  
0  3  8  22 0  4  0  8  0  8  0  0  0  0  8  3  0  8  0  0  0  0  8  0  8  0  4  0  22 8  3  0  
0  3  8  8  8  8  8  8  8  8  0  0  0  0  8  0  3  8  0  0  0  0  8  8  8  8  8  8  8  8  3  0  
0  3  0  8  3  3  3  8  3  3  8  0  0  0  8  3  0  8  0  0  0  8  3  3  8  3  3  3  8  0  3  0  
0  3  22 0  8  3  3  8  3  3  3  8  4  0  8  0  3  8  0  4  8  3  3  3  8  3  3  8  0  0  3  0  
0  3  3  0  0  8  3  8  3  3  3  3  8  0  8  3  0  8  0  8  3  3  3  3  8  3  8  0  0  3  3  0  
0  0  3  3  0  0  8  8  3  3  3  3  3  21 8  0  3  8  21 3  3  3  3  3  8  8  0  0  3  3  0  0  
0  0  0  3  3  0  0  8  8  8  8  8  8  21 8  3  0  8  21 8  8  8  8  8  8  0  0  3  3  0  0  22 
8  8  8  8  3  3  0  0  4  0  0  0  23 0  0  0  3  0  0  0  0  0  0  4  0  0  3  3  8  8  8  8  
8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  
