0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
3  1  1  1  1  1  1  1  1  1  1  1  0  0  0  0  7  0  0  0  1  1  1  1  1  1  1  1  1  1  1  3  
3  1  0  0  4  0  0  0  22 0  0  1  1  1  8  8  8  8  1  1  1  0  0  0  0  0  0  4  0  0  1  3  
3  1  8  8  8  8  8  8  8  8  3  1  1  1  8  8  8  8  1  1  1  3  8  8  8  8  8  8  8  8  1  3  
3  1  8  0  0  0  0  0  0  8  3  1  1  1  8  8  8  8  1  1  1  3  8  0  0  0  0  0  0  8  1  3  
3  1  8  1  1  8  8  1  1  8  3  0  0  0  0  0  0  22 0  0  0  3  8  1  1  8  8  1  1  8  1  3  
3  1  8  1  1  8  8  1  1  8  8  8  8  8  3  8  8  3  8  8  8  8  8  1  1  8  8  1  1  8  1  3  
3  1  8  0  4  0  0  0  0  8  3  0  0  8  3  8  8  3  8  0  0  3  8  0  0  0  0  4  0  8  1  3  
3  1  8  8  8  8  8  8  8  8  3  8  3  8  3  8  8  3  8  3  8  3  8  8  8  8  8  8  8  8  1  3  
3  1  8  0  4  0  0  0  0  0  3  8  3  8  3  8  8  3  8  3  8  3  0  0  0  0  0  4  0  8  1  3  
3  1  8  8  8  8  8  8  8  8  8  8  3  8  3  8  8  3  8  3  8  8  8  8  8  8  8  8  8  8  1  3  
3  1  8  0  4  0  0  0  0  0  0  8  3  8  3  8  8  3  8  3  8  0  22 22 0  0  0  4  0  8  1  3  
3  1  8  3  8  8  8  8  8  8  3  8  3  8  3  8  8  3  8  3  8  3  8  8  8  8  8  8  3  8  1  3  
3  1  8  3  0  0  0  0  22 0  3  0  3  8  3  8  8  3  8  3  0  3  0  0  0  0  0  0  3  8  1  3  
3  1  8  8  8  8  8  8  8  8  8  8  8  8  3  8  8  3  8  8  8  8  8  8  8  8  8  8  8  8  1  3  
3  1  0  0  0  0  0  0  0  0  4  0  0  0  3  8  8  3  0  0  0  4  0  0  0  0  0  0  0  0  1  3  
3  1  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  1  3  
3  0  0  0  0  0  0  0  0  0  4  0  0  0  0  0  23 0  0  0  0  4  0  0  0  0  0  0  0  0  0  3  
8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  
